car_brand,car_model,mileage_km,engine_size_cc,transmission,fuel_type,steering_type,drive_train,no_of_seats,no_of_doors,body_type,Power Steering,Air Conditioner,Navigation,Air Bag,Anti-Lock Brake System,Fog Lights,Power Windows,Alloy Wheels,year,price(Ksh),redundant_price_column,car_age,mileage_category
KIA,K8,29000.0,1598.0,automatic transmission,Hybrid,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,5464801.0,5464801.0,4.0,0.0
BMW,3 SERIES,34000.0,1995.0,automatic transmission,Diesel,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,4710900.0,4710900.0,4.0,0.0
TOYOTA,86 RZ,12000.0,2400.0,automatic transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2022.0,4153475.0,4153475.0,3.0,0.0
GENESIS,G90,134000.0,3778.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,6309308.0,6309308.0,5.0,2.0
TOYOTA,PRIUS Z,1000.0,2000.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2023.0,6948577.0,6948577.0,2.0,0.0
MERCEDES,S CLASS,149000.0,2987.0,automatic transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2015.0,4570515.0,4570515.0,10.0,2.0
TOYOTA,LAND CRUISER PRADO,4000.0,2700.0,automatic transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022.0,4883891.0,4883891.0,3.0,0.0
MERCEDES,E CLASS,46000.0,3982.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,9330722.0,9330722.0,6.0,0.0
TOYOTA,HIACE WAGON,9000.0,2700.0,automatic transmission,Petrol,RHD,4WD,4 Seats,4 Doors,hatchback,1,0,0,1,0,0,1,0,2018.0,5178378.0,5178378.0,7.0,0.0
MERCEDES,E CLASS,96000.0,1991.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,4632385.0,4632385.0,7.0,1.0
MERCEDES,GLC CLASS,3000.0,2996.0,automatic transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,4883891.0,4883891.0,3.0,0.0
BMW,5 SERIES,37000.0,1995.0,automatic transmission,Diesel,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,5338705.0,5338705.0,6.0,0.0
TOYOTA,LAND CRUISER PRADO,1000.0,2700.0,automatic transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2023.0,7075771.0,7075771.0,2.0,0.0
BMW,7 SERIES,149000.0,2998.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017.0,4574283.0,4574283.0,8.0,2.0
TOYOTA,CROWN CROSSOVER,1000.0,2400.0,automatic transmission,Hybrid,RHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,4883891.0,4883891.0,3.0,0.0
MERCEDES,A CLASS,96000.0,1991.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,hatchback,1,1,0,1,0,0,1,1,2018.0,3354003.0,3354003.0,7.0,1.0
TOYOTA,PRIUS,16000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2016.0,2910394.0,2910394.0,9.0,0.0
GENESIS,G80,30000.0,3470.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,7161824.0,7161824.0,5.0,0.0
TOYOTA,CROWN HYBRID,57000.0,3500.0,automatic transmission,Hybrid,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,4332928.0,4332928.0,4.0,1.0
BMW,i3,53000.0,900.0,automatic transmission,Electric/Other,RHD,Other,4 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2015.0,2932535.0,2932535.0,10.0,1.0
TOYOTA,PRIUS S,57000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019.0,2472594.0,2472594.0,6.0,1.0
MERCEDES,A CLASS,8000.0,2000.0,automatic transmission,Diesel,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2020.0,3666807.0,3666807.0,5.0,0.0
TOYOTA,FJ CRUISER,29000.0,4000.0,automatic transmission,Petrol,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,0,2017.0,5305258.0,5305258.0,8.0,0.0
KIA,K9,80000.0,3778.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,4423692.0,4423692.0,6.0,1.0
MERCEDES,S CLASS,149000.0,2996.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017.0,6588350.0,6588350.0,8.0,2.0
TOYOTA,PRIUS,30000.0,1800.0,automatic transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2021.0,3086424.0,3086424.0,4.0,0.0
MERCEDES,GLS CLASS,27000.0,2925.0,automatic transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,4883891.0,4883891.0,3.0,0.0
BMW,3 SERIES,31000.0,1995.0,automatic transmission,Diesel,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,4794125.0,4794125.0,5.0,0.0
TOYOTA,86,40000.0,2000.0,manual transmission,Petrol,RHD,2WD,4 Seats,2 Doors,coupe,0,1,0,1,0,0,0,1,2019.0,3400831.0,3400831.0,6.0,0.0
TOYOTA,PIXIS EPOCH G SAIII,41000.0,900.0,automatic transmission,Petrol,RHD,Other,4 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2018.0,2383715.0,2383715.0,7.0,0.0
MERCEDES,E CLASS,54000.0,1950.0,automatic transmission,Diesel,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,4584647.0,4584647.0,6.0,1.0
GENESIS,G70,19000.0,2497.0,automatic transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,6618029.0,6618029.0,3.0,0.0
GENESIS,G80,58000.0,3470.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,6012992.0,6012992.0,5.0,1.0
TOYOTA,86 GT,15000.0,2000.0,automatic transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2017.0,4883891.0,4883891.0,8.0,0.0
TOYOTA,YARIS,10000.0,1500.0,automatic transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,0,2022.0,2756504.0,2756504.0,3.0,0.0
TOYOTA,VITZ U,149000.0,1300.0,automatic transmission,Petrol,RHD,2WD,5 Seats,5 Doors,hatchback,1,1,1,1,1,0,1,1,2017.0,934171.0,934171.0,8.0,2.0
GENESIS,G80,42000.0,2497.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,6640955.0,6640955.0,5.0,0.0
MERCEDES,S CLASS,42000.0,3982.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017.0,12155848.999999989,12155848.999999989,8.0,0.0
MERCEDES,S CLASS,73000.0,4300.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2016.0,9465454.0,9465454.0,9.0,1.0
BMW,5 SERIES,58000.0,1998.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,4970784.0,4970784.0,5.0,1.0
BMW,X3,28000.0,1995.0,automatic transmission,Diesel,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,4883891.0,4883891.0,4.0,0.0
TOYOTA,FORTUNER 2.8 V,60000.0,2800.0,automatic transmission,Diesel,RHD,Other,7 Seats,5 Doors,suv,1,1,0,1,0,1,1,1,2018.0,5827383.0,5827383.0,7.0,1.0
TOYOTA,PRIUS Z,1000.0,2000.0,automatic transmission,Hybrid,RHD,4WD,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2023.0,5937304.0,5937304.0,2.0,0.0
MERCEDES,E CLASS,36000.0,1950.0,automatic transmission,Diesel,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,5020720.0,5020720.0,7.0,0.0
TOYOTA,CROWN HYBRID,23000.0,2500.0,automatic transmission,Hybrid,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,5455850.0,5455850.0,4.0,0.0
BMW,X3 M40D,20000.0,3000.0,automatic transmission,Diesel,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2019.0,6044084.0,6044084.0,6.0,0.0
TOYOTA,HARRIER Z,14000.0,2000.0,automatic transmission,Petrol,RHD,Other,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022.0,5195808.0,5195808.0,3.0,0.0
TOYOTA,bZ4X,1000.0,900.0,automatic transmission,Electric/Other,LHD,Other,7 Seats,5 Doors,suv,0,0,0,0,0,0,1,1,2022.0,5929452.0,5929452.0,3.0,0.0
MERCEDES,S CLASS,96000.0,4300.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2015.0,6229537.0,6229537.0,10.0,1.0
MERCEDES,GLC CLASS,39000.0,1991.0,automatic transmission,Hybrid,LHD,4WD,2 Seats,4 Doors,coupe,1,1,0,1,0,0,1,1,2021.0,8163404.0,8163404.0,4.0,0.0
BMW,5 SERIES,31000.0,1998.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,6928477.0,6928477.0,3.0,0.0
MERCEDES,E CLASS,75000.0,1950.0,automatic transmission,Diesel,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,4752984.0,4752984.0,6.0,1.0
BMW,3 SERIES,51000.0,1995.0,automatic transmission,Diesel,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,4812341.0,4812341.0,4.0,1.0
MERCEDES,C CLASS,20000.0,1991.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,4767587.0,4767587.0,5.0,0.0
TOYOTA,PRIUS,15000.0,1800.0,automatic transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,0,2018.0,2377434.0,2377434.0,7.0,0.0
MERCEDES,S CLASS,149000.0,2987.0,automatic transmission,Diesel,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2015.0,4815010.0,4815010.0,10.0,2.0
BMW,X4,31000.0,3000.0,automatic transmission,Petrol,RHD,4WD,8 Seats,5 Doors,suv,0,1,0,1,0,0,0,1,2019.0,6355004.0,6355004.0,6.0,0.0
BMW,5 SERIES,54000.0,2998.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,6507794.0,6507794.0,7.0,1.0
TOYOTA,PRIUS,12000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2018.0,3294175.0,3294175.0,7.0,0.0
GENESIS,G80,67000.0,3470.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,6759984.0,6759984.0,5.0,1.0
GENESIS,G90,149000.0,3778.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,4809043.0,4809043.0,5.0,2.0
GENESIS,G70,14000.0,2497.0,automatic transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,7032117.0,7032117.0,3.0,0.0
KIA,K8,54000.0,3470.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,4719065.0,4719065.0,4.0,1.0
TOYOTA,86,21000.0,2000.0,automatic transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2017.0,3146297.0,3146297.0,8.0,0.0
TOYOTA,LAND CRUISER PRADO,12000.0,2700.0,automatic transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,0,1,0,1,0,0,0,0,2022.0,5221090.0,5221090.0,3.0,0.0
KIA,K9,58000.0,3342.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,5423502.0,5423502.0,6.0,1.0
TOYOTA,COROLLA SPORT,60000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2018.0,3752545.0,3752545.0,7.0,1.0
BMW,M2,9000.0,3000.0,automatic transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,0,0,1,0,0,1,1,2021.0,7994497.0,7994497.0,4.0,0.0
TOYOTA,HARRIER Z,23000.0,2000.0,automatic transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,0,2022.0,5179948.0,5179948.0,3.0,0.0
TOYOTA,CROWN HYBRID,99000.0,2500.0,automatic transmission,Hybrid,RHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017.0,4382079.0,4382079.0,8.0,1.0
MERCEDES,GLC CLASS,32000.0,1950.0,automatic transmission,Diesel,LHD,4WD,2 Seats,4 Doors,coupe,1,1,0,1,0,0,1,1,2020.0,8054452.0,8054452.0,5.0,0.0
GENESIS,G90,114000.0,4300.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,6566837.0,6566837.0,6.0,2.0
BMW,5 SERIES,39000.0,1998.0,automatic transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,4758480.0,4758480.0,7.0,0.0
BMW,5 SERIES,32000.0,1998.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,4652327.0,4652327.0,7.0,0.0
MERCEDES,S CLASS,38000.0,2996.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,9337317.0,9337317.0,7.0,0.0
BMW,3 SERIES,16000.0,1998.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,4985702.0,4985702.0,3.0,0.0
TOYOTA,86,12000.0,2400.0,manual transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,0,0,0,0,0,1,1,2022.0,4305163.0,4305163.0,3.0,0.0
BMW,3 SERIES,22000.0,2996.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,0,1,0,0,0,0,0,0,2022.0,8232297.0,8232297.0,3.0,0.0
TOYOTA,CROWN CROSSOVER,15000.0,2400.0,automatic transmission,Hybrid,RHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,6970561.0,6970561.0,3.0,0.0
TOYOTA,AQUA,15000.0,1500.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019.0,2761215.0,2761215.0,6.0,0.0
TOYOTA,PRIUS,53000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2020.0,2326713.0,2326713.0,5.0,1.0
TOYOTA,HARRIER Z,4000.0,2000.0,automatic transmission,Petrol,RHD,Other,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2021.0,5544729.0,5544729.0,4.0,0.0
TOYOTA,PRIUS PHV S,10000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2022.0,4288489.0,4288489.0,3.0,0.0
TOYOTA,AQUA,29000.0,1500.0,automatic transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2020.0,2285414.0,2285414.0,5.0,0.0
TOYOTA,LAND CRUISER ZX,5000.0,3500.0,automatic transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022.0,12155848.999999989,12155848.999999989,3.0,0.0
MERCEDES,S CLASS,38000.0,4300.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017.0,8306415.0,8306415.0,8.0,0.0
BMW,7 SERIES,23000.0,2998.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,10586648.0,10586648.0,5.0,0.0
BMW,M2,37000.0,3000.0,automatic transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,0,2016.0,5668156.0,5668156.0,9.0,0.0
TOYOTA,YARIS,6000.0,1000.0,automatic transmission,Petrol,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,0,2023.0,2288555.0,2288555.0,2.0,0.0
MERCEDES,C CLASS 4.0 AMG C63 COUPE S C7AT,23000.0,3982.0,automatic transmission,Petrol,LHD,Other,4 Seats,2 Doors,coupe,1,0,0,0,0,0,1,1,2019.0,12155848.999999989,12155848.999999989,6.0,0.0
GENESIS,G90,21000.0,4300.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,9592805.0,9592805.0,5.0,0.0
BMW,5 SERIES,28000.0,1998.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,6144897.0,6144897.0,4.0,0.0
MERCEDES,E CLASS,92000.0,1950.0,automatic transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,5956933.0,5956933.0,5.0,1.0
KIA,MOHAVE,32000.0,2959.0,automatic transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,6506066.0,6506066.0,4.0,0.0
BMW,X6M,2000.0,4300.0,automatic transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2021.0,12155848.999999989,12155848.999999989,4.0,0.0
TOYOTA,YARIS,8000.0,1500.0,automatic transmission,Petrol,RHD,Other,4 Seats,3 Doors,hatchback,1,0,0,0,0,0,1,1,2021.0,3059415.0,3059415.0,4.0,0.0
KIA,K9,58000.0,3778.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,5215594.0,5215594.0,5.0,1.0
MERCEDES,E CLASS,93000.0,1950.0,automatic transmission,Diesel,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,4939535.0,4939535.0,6.0,1.0
TOYOTA,PRIUS PHV A,69000.0,1800.0,automatic transmission,Hybrid,RHD,Other,4 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2017.0,2845226.0,2845226.0,8.0,1.0
TOYOTA,PRIUS Z,3000.0,2000.0,automatic transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2023.0,5118078.0,5118078.0,2.0,0.0
TOYOTA,AQUA,20000.0,1500.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,0,2021.0,2404443.0,2404443.0,4.0,0.0
MERCEDES,S CLASS,65000.0,2999.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,4883891.0,4883891.0,4.0,1.0
TOYOTA,PRIUS,45000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2017.0,4883891.0,4883891.0,8.0,0.0
KIA,MOHAVE,46000.0,2959.0,automatic transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2020.0,5992264.0,5992264.0,5.0,0.0
BMW,M8,6000.0,4300.0,automatic transmission,Petrol,RHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,12155848.999999989,12155848.999999989,5.0,0.0
MERCEDES,E CLASS,56000.0,2996.0,automatic transmission,Petrol,LHD,4WD,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2020.0,6186773.0,6186773.0,5.0,1.0
MERCEDES,E CLASS,17000.0,1991.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,6031365.0,6031365.0,6.0,0.0
TOYOTA,YARIS,1000.0,1500.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,0,2020.0,2286984.0,2286984.0,5.0,0.0
BMW,X5,13000.0,2998.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,12155848.999999989,12155848.999999989,3.0,0.0
TOYOTA,CROWN HYBRID,4000.0,2500.0,automatic transmission,Hybrid,RHD,2WD,5 Seats,4 Doors,sedan,0,1,0,1,0,0,0,1,2022.0,5425700.0,5425700.0,3.0,0.0
MERCEDES,E CLASS,49000.0,1950.0,automatic transmission,Diesel,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017.0,4691114.0,4691114.0,8.0,0.0
GENESIS,G80,36000.0,2497.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,5985512.0,5985512.0,4.0,0.0
TOYOTA,PRIUS S,50000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019.0,2580473.0,2580473.0,6.0,0.0
TOYOTA,PRIUS Z,1000.0,2000.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2023.0,5137079.0,5137079.0,2.0,0.0
GENESIS,G80,5000.0,2497.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2023.0,4883891.0,4883891.0,2.0,0.0
BMW,3 SERIES,47000.0,1995.0,automatic transmission,Diesel,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,5358177.0,5358177.0,4.0,0.0
MERCEDES,E CLASS,120000.0,1991.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017.0,4440180.0,4440180.0,8.0,2.0
GENESIS,G80,141000.0,2497.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,4513827.0,4513827.0,5.0,2.0
MERCEDES,C CLASS,107000.0,1991.0,automatic transmission,Petrol,LHD,2WD,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2016.0,3263232.0,3263232.0,9.0,2.0
TOYOTA,LAND CRUISER LC300 VXR 3.5 TWIN,1000.0,900.0,automatic transmission,Petrol,LHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,0,2023.0,12155848.999999989,12155848.999999989,2.0,0.0
TOYOTA,86,50000.0,2000.0,manual transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2018.0,2818972.0,2818972.0,7.0,0.0
BMW,5 SERIES,23000.0,1998.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,6315589.0,6315589.0,4.0,0.0
TOYOTA,HARRIER,1000.0,2500.0,automatic transmission,Hybrid,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2023.0,6320457.0,6320457.0,2.0,0.0
MERCEDES,S CLASS,5000.0,3982.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2023.0,12155848.999999989,12155848.999999989,2.0,0.0
MERCEDES,C CLASS,18000.0,2996.0,automatic transmission,Petrol,LHD,4WD,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2020.0,6493122.0,6493122.0,5.0,0.0
BMW,X4,7000.0,1998.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,7894055.0,7894055.0,3.0,0.0
BMW,X5,36000.0,3000.0,automatic transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,0,1,0,1,0,0,0,1,2019.0,11072185.0,11072185.0,6.0,0.0
BMW,5 SERIES,49000.0,1995.0,automatic transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,4925402.0,4925402.0,7.0,0.0
GENESIS,G90,71000.0,3778.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,6955800.0,6955800.0,5.0,1.0
MERCEDES,S CLASS,149000.0,4300.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2016.0,7649716.0,7649716.0,9.0,2.0
TOYOTA,PRIUS 1.8 A,24000.0,1800.0,automatic transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,0,1,0,0,0,0,0,1,2020.0,2718346.0,2718346.0,5.0,0.0
MERCEDES,GLA CLASS 1.6 GLA 180 URBAN EDITION 5D 121 BHP,26000.0,1600.0,automatic transmission,Petrol,RHD,Other,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,0,2019.0,5551010.0,5551010.0,6.0,0.0
TOYOTA,86,1000.0,2400.0,manual transmission,Petrol,RHD,2WD,4 Seats,2 Doors,coupe,0,1,0,1,0,0,0,0,2022.0,4128116.0,4128116.0,3.0,0.0
TOYOTA,AQUA G,3000.0,1500.0,automatic transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,0,2022.0,2409154.0,2409154.0,3.0,0.0
BMW,2 SERIES,37000.0,2000.0,automatic transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2018.0,3407249.0,3407249.0,7.0,0.0
KIA,SORENTO,7000.0,2497.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2023.0,6460057.0,6460057.0,2.0,0.0
KIA,K7,59000.0,2359.0,automatic transmission,Hybrid,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,4546018.0,4546018.0,6.0,1.0
MERCEDES,C CLASS,24000.0,1950.0,automatic transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,5296150.0,5296150.0,4.0,0.0
